11,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,"Fomites can serve as routes of transmission for both enteric and respiratory pathogens. The present study examined the effect of low and high relative humidity on fomite-to-finger transfer efficiency of five model organisms from several common inanimate surfaces (fomites). Nine fomites representing porous and nonporous surfaces of different compositions were studied. Escherichia coli, Staphylococcus aureus, Bacillus thuringiensis, MS2 coliphage, and poliovirus 1 were placed on fomites in 10-μl drops and allowed to dry for 30 min under low (15% to 32%) or high (40% to 65%) relative humidity. Fomite-to-finger transfers were performed using 1.0 kg/cm2 of pressure for 10 s. Transfer efficiencies were greater under high relative humidity for both porous and nonporous surfaces. Most organisms on average had greater transfer efficiencies under high relative humidity than under low relative humidity. Nonporous surfaces had a greater transfer efficiency (up to 57%) than porous surfaces (<6.8%) under low relative humidity, as well as under high relative humidity (nonporous, up to 79.5%; porous, <13.4%). Transfer efficiency also varied with fomite material and organism type. The data generated can be used in quantitative microbial risk assessment models to assess the risk of infection from fomite-transmitted human pathogens and the relative levels of exposure to different types of fomites and microorganisms.",false
12,10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,"The declining prevalence of left-handed individuals with increasing age has led to two main avenues of hypotheses; the association is due either (1) to a birth cohort effect and/or an age effect caused by a switch to right-handedness with advancing age or (2) to mortality selection that reduces survival in left-handed individuals, or both. It is uncertain whether a cohort or age effect can explain the decline in age-related prevalence, and conflicting evidence exists in favor of the mortality hypothesis. We compared mortality in a subgroup of 118 opposite-handed twin pairs by counting in how many instances the right-handed twin died first. There was no evidence of differential survival between right-handed and non-right-handed individuals in the entire 1900–1910 cohort. With respect to the number of right-handed twins who died first, there was no material disadvantage among those who were not right-handed. In 60% (95% confidence interval = 49.0–71.5%) of dizygotic pairs, the right-handed twins died first. In 50% of monozygotic pairs, right-handed twins died first. The prevalence of not being right-handed was higher among males (9.2%) than females (6.5%); there was a similar frequency of non-right-handedness in monozygotic (8.0%) and dizygotic (7.8%) twins. We did not find evidence of excess mortality among non-right-handed adult twins in this follow-up study.",false
13,10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,"Allyl sulfides, e.g., diallyl sulfide (DAS), diallyl disulfide (DADS), and diallyl trisulfide (DATS), are principal constituents of garlic oil. In the present study, we investigated the in vivo effect of these sulfides on the phase I and phase II drug-metabolizing enzymes, and elucidated their structure-function relationship. A highly purified form of each sulfide (more than 99% purity) was administered i.p. as a bolus to rats at a concentration of 10 or 100 μmol/kg body weight for 14 consecutive days. As to the phase I enzymes, DAS (100 μmol/kg) slightly but significantly increased cytochrome P-450 (CYP) 2E1 activity (1.6-fold vs. control), whereas DADS and DATS did not affect it or the hepatic total CYP level or CYP1A1/2 activity. With respect to the phase II enzymes, DATS (10 μmol/kg) and DADS at a 10-fold higher dose (100 μmol/kg) significantly increased the activities of glutathione S-transferase, quinone reductase, and antioxidative enzyme glutathione peroxidase; whereas DAS did not. In the carbon tetrachloride (CCl4)-induced acute liver injury model of rats, either DATS (10 μmol/kg) or DADS (100 μmol/kg) significantly reduced the injury caused by the induction of phase II enzymes with CCl4. In conclusion, the sulfides affected both phase I and phase II enzymes, the former being stimulated by the monosulfide only and the latter, strongly by the trisulfide and weakly by the disulfide. Therefore, the polysulfide DATS may be one of the important factors in garlic oil that protects our body against the injury caused by radical molecules encountered in daily life.",false
14,10.1056/NEJM198201283060403,https://www.snopes.com/fact-check/cancer-vitamin-b17-deficiency/,A Clinical Trial of Amygdalin (Laetrile) in the Treatment of Human Cancer,"One hundred seventy-eight patients with cancer were treated with amygdalin (Laetrile) plus a ""metabolic therapy"" program consisting of diet, enzymes, and vitamins. The great majority of these patients were in good general condition before treatment. None was totally disabled or in preterminal condition. One third had not received any previous chemotherapy. The pharmaceutical preparations of amygdalin, the dosage, and the schedule were representative of past and present Laetrile practice. No substantive benefit was observed in terms of cure, improvement, or stabilization of cancer, improvement of symptoms related to cancer, or extension of life span. The hazards of amygdalin therapy were evidenced in several patients by symptoms of cyanide toxicity or by blood cyanide levels approaching the lethal range. Patients exposed to this agent should be instructed about the danger of cyanide poisoning, and their blood cyanide levels should be carefully monitored. Amygdalin (Laetrile) is a toxic drug that is not effective as a cancer treatment. (N Engl J Med. 1982; 306:201–6.)",false
15,10.3233/JAD-141494,https://www.snopes.com/fact-check/can-you-use-peanut-butter-to-diagnose-alzheimers-disease/,Unirhinal Olfactory Testing for the Diagnostic Workup of Mild Cognitive Impairment,"Background: Olfactory dysfunction is associated with Alzheimer’s disease (AD), and already present at pre-dementia stage. Objectives: Based on the assumption that early neurodegeneration in AD is asymmetrical and that olfactory input is primarily processed in the ipsilateral hemisphere, we assessed whether unirhinal psychophysical and electrophysiological assessment of olfactory function can contribute to the diagnostic workup of mild cognitive impairment (MCI). Methods: Olfactory function of 13 MCI patients with positive amyloid PET, 13 aged-matched controls (AC) with negative amyloid PET and 13 patients with post-infectious olfactory loss (OD) was assessed unirhinally using (1) psychophysical testing of olfactory detection, discrimination and identification performance and (2) the recording of olfactory event-related brain potentials. Time-frequency analysis was used to enhance the signal-to-noise ratio of the electrophysiological responses. Psychophysical and electrophysiological assessment of auditory and trigeminal chemosensory function served as controls. Results: As compared to AC and OD, MCI patients exhibited a significant asymmetry of olfactory performance. This asymmetry efficiently discriminated between MCI and AC (sensitivity: 85% , specificity: 77% ), as well as MCI and OD (sensitivity: 85% , specificity: 70% ). There was also an asymmetry of the electrophysiological responses, but not specific for MCI. In both MCI and OD, olfactory stimulation of the best nostril elicited significantly more activity than stimulation of the worse nostril, between 3–7.5 Hz and 1.2–2.0 s after stimulus onset. Trigeminal and auditory psychophysical testing did not show any difference between groups. Conclusion: MCI patients exhibit a marked asymmetry of behavioral olfactory function, which could be useful for the diagnostic workup of MCI.",true
16,10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,"T lymphocytes of fetal origin found in maternal circulation after gestation have been reported as a possible cause for autoimmune diseases. During gestation, mothers acquire CD34+CD38+ cells of fetal origin that persist decades. In this study, we asked whether fetal T and B cells could develop from these progenitors in the maternal thymus and bone marrow during and after gestation. RAG−/−-deficient female mice (Ly5.2) were mated to congenic wild-type Ly5.1 mice (RAG+/+). Fetal double-positive T cells (CD4+CD8+) with characteristic TCR and IL-7R expression patterns could be recovered in maternal thymus during the resulting pregnancies. We made similar observations in the thymus of immunocompetent mothers. Such phenomenon was observed overall in 12 of 68 tested mice compared with 0 of 51 controls (p = 0.001). T cells could also be found in maternal spleen and produced IFN-γ in the presence of an allogenic or an Ag-specific stimulus. Similarly, CD19+IgM+ fetal B cells as well as plasma Igs could be found in maternal RAG−/− bone marrow and spleen after similar matings. Our results suggest that during gestation mothers acquire fetal lymphoid progenitors that develop into functional T cells. This fetal cell microchimerism may have a direct impact on maternal health. Fetal cells enter the maternal circulation during pregnancy (1) and persist in some women for decades after delivery (2). This fetal cell microchimerism is a common physiological phenomenon because it has been reported during all human pregnancies and in 30–70% of women with prior pregnancy history (3, 4). In particular, the presence of lymphocytes of fetal origin in maternal circulation has been demonstrated in several studies (5). T cells have been isolated from the circulation or the skin of women affected or not with systemic sclerosis (4, 6). Fetal cells have indeed been detected in maternal circulating CD3+, CD4+, or CD8+ populations (T lymphocyte subsets) in, respectively, 70, 31, and 64% of tested women after pregnancy (5). In addition, T lymphocytes of fetal origin could be cloned from skin samples from scleroderma patients (7). However, studies analyzing fetal cell microchimerism in a variety of autoimmune diseases such as systemic sclerosis, primary biliary cirrhosis, or Sjögren syndrome failed to demonstrate a role for these cells (3, 8, 9, 10). Therefore, the immune consequences of the presence of fetal-derived semiallogenic T cells in maternal tissues are still debated. Besides T lymphocytes, B lymphocytes (CD19+), NK cells (CD56/16+), and monocytes (CD14+) of fetal origin have as well been detected in the circulation of a large proportion of healthy women that had children (5). The detection of such a variety of lymphoid and monocytic fetal cells decades after delivery may reflect the activity of a common fetal progenitor acquired during pregnancy. Indeed, the presence of fetal hemopoietic progenitor cells in maternal blood during pregnancy has been suspected either by revealing their cell surface CD34+ expression or, functionally, as colony-forming progenitors following in vitro culture of maternal blood (11, 12, 13). The long-term persistence of these fetal-derived presumed progenitors has also been reported (14, 15). Fetal male cells could be detected in the flow cytometry-sorted CD34+CD38+ population, suggesting they were lymphoid progenitor cells (2). However, to date, no study has directly assessed the “stemness” of the fetal CD34+ cells persisting after pregnancy in terms of proliferation and differentiation capacity. In this study, we hypothesized that if mothers acquire lymphoid progenitors of fetal origin during pregnancy, fetal T and B cells should develop in the maternal thymus and bone marrow during and after gestation. We show in this study that in immunocompromised mice in which fetal wild-type lymphocytes have a survival advantage, as well as in immunocompetent mice, fetal-derived lymphocyte progenitors develop in the maternal thymus and bone marrow, in contact with maternal Ags. The resulting fetal cells are functional T and B lymphocytes in the periphery.",false
17,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin","Cannabis sativa is the source of a unique set of compounds known collectively as plant cannabinoids or phytocannabinoids. This review focuses on the manner with which three of these compounds, (−)-trans-Δ9-tetrahydrocannabinol (Δ9-THC), (−)-cannabidiol (CBD) and (−)-trans-Δ9-tetrahydrocannabivarin (Δ9-THCV), interact with cannabinoid CB1 and CB2 receptors. Δ9-THC, the main psychotropic constituent of cannabis, is a CB1 and CB2 receptor partial agonist and in line with classical pharmacology, the responses it elicits appear to be strongly influenced both by the expression level and signalling efficiency of cannabinoid receptors and by ongoing endogenous cannabinoid release. CBD displays unexpectedly high potency as an antagonist of CB1/CB2 receptor agonists in CB1- and CB2-expressing cells or tissues, the manner with which it interacts with CB2 receptors providing a possible explanation for its ability to inhibit evoked immune cell migration. Δ9-THCV behaves as a potent CB2 receptor partial agonist in vitro. In contrast, it antagonizes cannabinoid receptor agonists in CB1-expressing tissues. This it does with relatively high potency and in a manner that is both tissue and ligand dependent. Δ9-THCV also interacts with CB1 receptors when administered in vivo, behaving either as a CB1 antagonist or, at higher doses, as a CB1 receptor agonist. Brief mention is also made in this review, first of the production by Δ9-THC of pharmacodynamic tolerance, second of current knowledge about the extent to which Δ9-THC, CBD and Δ9-THCV interact with pharmacological targets other than CB1 or CB2 receptors, and third of actual and potential therapeutic applications for each of these cannabinoids.",false
18,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,"The variations of the first-order Schumann resonance frequency in Kola peninsula are studied for four solar proton events on November 4 and 6, 1997 and on May 2 and May 6, 1998. It is found that the frequency decreases by about 0.15 Hz during the peaks of the proton penetrations. Such a decrease is in agreement with modeling calculations. A very intensive solar X ray burst preceding the proton flare on November 6 caused an increase of the resonance frequency. The decrease of amplitude about of 0.2 pT and the decrease of the resonance bandwidth about of 0.2 Hz are observed in the November events.",false
19,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,"An updated, binary-coded message has been developed for transmission to extraterrestrial intelligences in the Milky Way galaxy. The proposed message includes basic mathematical and physical concepts to establish a universal means of communication followed by information on the biochemical composition of life on Earth, the Solar System’s time-stamped position in the Milky Way relative to known globular clusters, as well as digitized depictions of the Solar System, and Earth’s surface. The message concludes with digitized images of the human form, along with an invitation for any receiving intelligences to respond. Calculation of the optimal timing during a given calendar year is specified for potential future transmission from both the Five-hundred-meter Aperture Spherical radio Telescope in China and the SETI Institute’s Allen Telescope Array in northern California to a selected region of the Milky Way which has been proposed as the most likely location for life to have developed. These powerful new beacons, the successors to the Arecibo radio telescope which transmitted the 1974 message upon which this expanded communication is in part based, can carry forward Arecibo’s legacy into the 21st century with this equally well-constructed communication from Earth’s technological civilization.",false
20,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,"Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) can automatically generate 3D images with superior z-axis resolution, yielding data that needs minimal image registration and related post-processing. Obstacles blocking wider adoption of FIB-SEM include slow imaging speed and lack of long-term system stability, which caps the maximum possible acquisition volume. Here, we present techniques that accelerate image acquisition while greatly improving FIB-SEM reliability, allowing the system to operate for months and generating continuously imaged volumes > 106 µm3. These volumes are large enough for connectomics, where the excellent z resolution can help in tracing of small neuronal processes and accelerate the tedious and time-consuming human proofreading effort. Even higher resolution can be achieved on smaller volumes. We present example data sets from mammalian neural tissue, Drosophila brain, and Chlamydomonas reinhardtii to illustrate the power of this novel high-resolution technique to address questions in both connectomics and cell biology.",false
21,10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,"Navigation is a critical ability for animal survival and is important for food foraging, finding shelter, seeking mates and a variety of other behaviors. Given their fundamental role and universal function in the animal kingdom, it makes sense to explore whether space representation and navigation mechanisms are dependent on the species, ecological system, brain structures, or whether they share general and universal properties. One way to explore this issue behaviorally is by domain transfer methodology, where one species is embedded in another species’ environment and must cope with an otherwise familiar (in our case, navigation) task. Here we push this idea to the limit by studying the navigation ability of a fish in a terrestrial environment. For this purpose, we trained goldfish to use a Fish Operated Vehicle (FOV), a wheeled terrestrial platform that reacts to the fish’s movement characteristics, location and orientation in its water tank to change the vehicle’s; i.e., the water tank’s, position in the arena. The fish were tasked to “drive” the FOV towards a visual target in the terrestrial environment, which was observable through the walls of the tank, and indeed were able to operate the vehicle, explore the new environment, and reach the target regardless of the starting point, all while avoiding dead-ends and correcting location inaccuracies. These results demonstrate how a fish was able to transfer its space representation and navigation skills to a wholly different terrestrial environment, thus supporting the hypothesis that the former possess a universal quality that is species-independent.",false
22,10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,"Land degradation in the Sahel threatens livelihoods and food security. The Great Green Wall programme is a colossal initiative to restore 100 million hectares of degraded ecosystems across 11 countries in the region, which started in 2007 to also promote sustainable development and climate change mitigation. We evaluated the economic costs and benefits of future land restoration projects under this programme. We applied different scenarios that account for both market-priced and non-market benefits from restored ecosystems and consider the heterogeneity of local decision-making contexts in terms of investment planning horizons, discount rates, and the time needed for the restored ecosystems to start yielding their benefits in full. The results show that every US dollar invested into land restoration yields on average US$1.2 under the base scenario, ranging from US$1.1 to US$4.4 across the scenarios. At most, ten years are needed for land restoration activities to break even from the social perspective, accounting for both market-priced and non-market ecosystem benefits. To fund all proposed land restoration activities, an investment of US$44 billion is needed under the base scenario (US$18–70 billion across scenarios). Violent conflicts in the Sahel are estimated to reduce the accessibility to these degraded ecosystems from 27.9 million hectares to 14.1 million hectares. The study highlights activities and locations where land restoration is both economically attractive and ecologically sustainable, even after accounting for lower survival rates of planted trees and grasses, persistence of land degradation drivers and the growing number of violent conflicts hindering land restoration in the Sahel. This information can help improve the targeting of future land restoration activities in the region.",false
23,10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,"Radiative cooling is a passive cooling technology that offers great promises to reduce space cooling cost, combat the urban island effect, and alleviate the global warming. To achieve passive daytime radiative cooling, current state-of-the-art solutions often utilize complicated multilayer structures or a reflective metal layer, limiting their applications in many fields. Attempts have been made to achieve passive daytime radiative cooling with single-layer paints, but they often require a thick coating or show partial daytime cooling. In this work, we experimentally demonstrate remarkable full-daytime subambient cooling performance with both BaSO4 nanoparticle films and BaSO4 nanocomposite paints. BaSO4 has a high electron band gap for low solar absorptance and phonon resonance at 9 μm for high sky window emissivity. With an appropriate particle size and a broad particle size distribution, the BaSO4 nanoparticle film reaches an ultrahigh solar reflectance of 97.6% and a high sky window emissivity of 0.96. During field tests, the BaSO4 film stays more than 4.5 °C below ambient temperature or achieves an average cooling power of 117 W/m2. The BaSO4-acrylic paint is developed with a 60% volume concentration to enhance the reliability in outdoor applications, achieving a solar reflectance of 98.1% and a sky window emissivity of 0.95. Field tests indicate similar cooling performance to the BaSO4 films. Overall, our BaSO4-acrylic paint shows a standard figure of merit of 0.77, which is among the highest of radiative cooling solutions while providing great reliability, convenient paint form, ease of use, and compatibility with the commercial paint fabrication process.",false
24,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,"We present artificially motorized sperm cells—a novel type of hybrid micromotor, where customized microhelices serve as motors for transporting sperm cells with motion deficiencies to help them carry out their natural function. Our results indicate that metal-coated polymer microhelices are suitable for this task due to potent, controllable, and nonharmful 3D motion behavior. We manage to capture, transport, and release single immotile live sperm cells in fluidic channels that allow mimicking physiological conditions. Important steps toward fertilization are addressed by employing proper means of sperm selection and oocyte culturing. Despite the fact that there still remain some challenges on the way to achieve successful fertilization with artificially motorized sperms, we believe that the potential of this novel approach toward assisted reproduction can be already put into perspective with the present work.",false
25,10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,"Industrial noise in the working environment has adverse effects on human hearing; literature and private studies confirm that. It has been determined that significant changes in the hearing threshold level occur in the high frequency audiometry, i.e., in the 8–20 kHz frequency range. Therefore, it is important to determine the effect of ultrasonic noise (10–40 kHz) on the human body in the working environment. This review describes hearing and nonhearing effects (thermal effects, subjective symptoms and functional changes) of the exposure to noise emitted by ultrasound devices. Many countries have standard health exposure limits to prevent effects of the exposure to ultrasonic noise in the working environment.",false
